_id,id,date,state_name,state_code,eligible_tax_payer,filled_by_due_date,filled_after_due_date,total_return_filled,filling_percentage
776,775,2019-03-01,Tripura,16,23427.0,10288.0,9601.0,19889.0,0.85
777,776,2019-03-01,Meghalaya,17,23703.0,11005.0,8212.0,19217.0,0.81
778,777,2019-03-01,Assam,18,157244.0,47303.0,72938.0,120241.0,0.76
779,778,2019-03-01,West Bengal,19,582519.0,309372.0,208838.0,518210.0,0.89
780,779,2019-03-01,Jharkhand,20,146064.0,64816.0,62910.0,127726.0,0.87
781,780,2019-03-01,Odisha,21,218115.0,111427.0,82389.0,193816.0,0.89
782,781,2019-03-01,Chhattisgarh,22,102281.0,41207.0,54705.0,95912.0,0.94
783,782,2019-03-01,Madhya Pradesh,23,346732.0,163377.0,160578.0,323955.0,0.93
784,783,2019-03-01,Gujarat,24,864165.0,521541.0,281033.0,802574.0,0.93
785,784,2019-03-01,Daman And Diu,25,6007.0,3112.0,2415.0,5527.0,0.92
786,785,2019-03-01,Dadra And Nagar Haveli,26,8172.0,4090.0,3314.0,7404.0,0.91
787,786,2019-03-01,Maharashtra,27,1384075.0,718062.0,511230.0,1229292.0,0.89
788,787,2019-03-01,Karnataka,29,706472.0,374899.0,256981.0,631880.0,0.89
789,788,2019-03-01,Goa,30,33254.0,15871.0,13229.0,29100.0,0.88
790,789,2019-03-01,Lakshadweep,31,210.0,61.0,101.0,162.0,0.77
791,790,2019-03-01,Kerala,32,291194.0,130752.0,136505.0,267257.0,0.92
792,791,2019-03-01,Tamil Nadu,33,867754.0,428146.0,338626.0,766772.0,0.88
793,792,2019-03-01,Puducherry,34,20839.0,9462.0,8066.0,17528.0,0.84
794,793,2019-03-01,Andaman And Nicobar Islands,35,3923.0,1193.0,2252.0,3445.0,0.88
795,794,2019-03-01,Telangana,36,319463.0,146426.0,129276.0,275702.0,0.86
796,795,2019-03-01,Andhra Pradesh,37,279089.0,130838.0,114109.0,244947.0,0.88
797,796,2019-03-01,Ladakh,38,,,,0.0,
798,797,2019-03-01,Other Territory,97,66.0,34.0,18.0,52.0,0.79
799,798,2019-04-01,Jammu And Kashmir,01,89187.0,53407.0,78332.0,78377.0,0.88
800,799,2019-04-01,Himachal Pradesh,02,87028.0,54886.0,76735.0,76763.0,0.88
801,800,2019-04-01,Punjab,03,305087.0,221602.0,279876.0,279901.0,0.92
802,801,2019-04-01,Chandigarh,04,27554.0,19710.0,25814.0,25819.0,0.94
803,802,2019-04-01,Uttarakhand,05,128920.0,75376.0,111410.0,111485.0,0.86
804,803,2019-04-01,Haryana,06,422912.0,269729.0,373644.0,373716.0,0.88
805,804,2019-04-01,Delhi,07,740341.0,422298.0,615933.0,616066.0,0.83
806,805,2019-04-01,Rajasthan,08,553708.0,348235.0,487170.0,487318.0,0.88
807,806,2019-04-01,Uttar Pradesh,09,1113803.0,712174.0,977646.0,977995.0,0.88
808,807,2019-04-01,Bihar,10,305442.0,156163.0,256179.0,256398.0,0.84
809,808,2019-04-01,Sikkim,11,6884.0,3469.0,5948.0,5970.0,0.87
810,809,2019-04-01,Arunachal Pradesh,12,10828.0,2947.0,8222.0,8269.0,0.76
811,810,2019-04-01,Nagaland,13,6395.0,2281.0,5019.0,5030.0,0.79
812,811,2019-04-01,Manipur,14,10976.0,3637.0,7600.0,7617.0,0.69
813,812,2019-04-01,Mizoram,15,5303.0,2373.0,4208.0,4212.0,0.79
814,813,2019-04-01,Tripura,16,23557.0,12881.0,19763.0,19778.0,0.84
815,814,2019-04-01,Meghalaya,17,23763.0,12230.0,19070.0,19103.0,0.8
816,815,2019-04-01,Assam,18,157863.0,60268.0,119095.0,119230.0,0.76
817,816,2019-04-01,West Bengal,19,584818.0,357699.0,516434.0,516646.0,0.88
818,817,2019-04-01,Jharkhand,20,147229.0,77652.0,127210.0,127274.0,0.86
819,818,2019-04-01,Odisha,21,219024.0,64540.0,192952.0,193090.0,0.88
820,819,2019-04-01,Chhattisgarh,22,102946.0,49906.0,95037.0,95088.0,0.92
821,820,2019-04-01,Madhya Pradesh,23,348621.0,201498.0,322477.0,322584.0,0.93
822,821,2019-04-01,Gujarat,24,869012.0,596606.0,798628.0,798786.0,0.92
823,822,2019-04-01,Daman And Diu,25,6022.0,3542.0,5463.0,5467.0,0.91
824,823,2019-04-01,Dadra And Nagar Haveli,26,8237.0,4745.0,7383.0,7385.0,0.9
825,824,2019-04-01,Maharashtra,27,1389687.0,800820.0,1213488.0,1214206.0,0.87
826,825,2019-04-01,Karnataka,29,708544.0,437287.0,627302.0,627708.0,0.89
827,826,2019-04-01,Goa,30,33353.0,17206.0,28561.0,28604.0,0.86
828,827,2019-04-01,Lakshadweep,31,213.0,78.0,161.0,162.0,0.76
829,828,2019-04-01,Kerala,32,292296.0,157526.0,263483.0,263593.0,0.9
830,829,2019-04-01,Tamil Nadu,33,876798.0,520806.0,762739.0,763160.0,0.87
831,830,2019-04-01,Puducherry,34,20906.0,11355.0,17282.0,17290.0,0.83
832,831,2019-04-01,Andaman And Nicobar Islands,35,3739.0,1253.0,3341.0,3351.0,0.9
833,832,2019-04-01,Telangana,36,322065.0,167798.0,275094.0,275231.0,0.85
834,833,2019-04-01,Andhra Pradesh,37,280184.0,157948.0,241970.0,242067.0,0.86
835,834,2019-04-01,Other Territory,97,68.0,47.0,54.0,54.0,0.79
836,835,2019-05-01,Jammu And Kashmir,01,90152.0,55801.0,23333.0,79134.0,0.88
837,836,2019-05-01,Himachal Pradesh,02,87431.0,58269.0,18999.0,77268.0,0.88
838,837,2019-05-01,Punjab,03,307464.0,233708.0,47812.0,281520.0,0.92
839,838,2019-05-01,Chandigarh,04,27558.0,20499.0,5366.0,25865.0,0.94
840,839,2019-05-01,Uttarakhand,05,128392.0,79157.0,33361.0,112518.0,0.88
841,840,2019-05-01,Haryana,06,423730.0,286627.0,89240.0,375867.0,0.89
842,841,2019-05-01,Delhi,07,752005.0,450318.0,171479.0,621797.0,0.83
843,842,2019-05-01,Rajasthan,08,557836.0,372067.0,118965.0,491032.0,0.88
844,843,2019-05-01,Uttar Pradesh,09,1112907.0,757325.0,228339.0,985664.0,0.89
845,844,2019-05-01,Bihar,10,307632.0,167178.0,91538.0,258716.0,0.84
846,845,2019-05-01,Sikkim,11,6969.0,3620.0,2364.0,5984.0,0.86
847,846,2019-05-01,Arunachal Pradesh,12,10989.0,3345.0,4972.0,8317.0,0.76
848,847,2019-05-01,Nagaland,13,6422.0,2543.0,2545.0,5088.0,0.79
849,848,2019-05-01,Manipur,14,10987.0,3753.0,3887.0,7640.0,0.7
850,849,2019-05-01,Mizoram,15,5386.0,2467.0,1809.0,4276.0,0.79
851,850,2019-05-01,Tripura,16,23734.0,13919.0,6010.0,19929.0,0.84
852,851,2019-05-01,Meghalaya,17,24195.0,13350.0,6119.0,19469.0,0.8
853,852,2019-05-01,Assam,18,159240.0,67851.0,52273.0,120124.0,0.75
854,853,2019-05-01,West Bengal,19,588402.0,379797.0,139515.0,519312.0,0.88
855,854,2019-05-01,Jharkhand,20,148553.0,83688.0,44409.0,128097.0,0.86
856,855,2019-05-01,Odisha,21,219645.0,127511.0,67176.0,194687.0,0.89
857,856,2019-05-01,Chhattisgarh,22,103880.0,57001.0,38749.0,95750.0,0.92
858,857,2019-05-01,Madhya Pradesh,23,351108.0,222954.0,101253.0,324207.0,0.92
859,858,2019-05-01,Gujarat,24,871303.0,632635.0,172439.0,805074.0,0.92
860,859,2019-05-01,Daman And Diu,25,5992.0,3757.0,1721.0,5478.0,0.91
861,860,2019-05-01,Dadra And Nagar Haveli,26,8305.0,5064.0,2374.0,7438.0,0.9
862,861,2019-05-01,Maharashtra,27,1398033.0,845165.0,374421.0,1219586.0,0.87
863,862,2019-05-01,Karnataka,29,707340.0,464963.0,166978.0,631941.0,0.89
864,863,2019-05-01,Goa,30,33480.0,18371.0,10355.0,28726.0,0.86
865,864,2019-05-01,Lakshadweep,31,216.0,77.0,88.0,165.0,0.76
866,865,2019-05-01,Kerala,32,292465.0,170827.0,94491.0,265318.0,0.91
867,866,2019-05-01,Tamil Nadu,33,885438.0,551534.0,216878.0,768412.0,0.87
868,867,2019-05-01,Puducherry,34,20875.0,12002.0,5350.0,17352.0,0.83
869,868,2019-05-01,Andaman And Nicobar Islands,35,3772.0,1257.0,2097.0,3354.0,0.89
870,869,2019-05-01,Telangana,36,324349.0,180031.0,97712.0,277743.0,0.86
871,870,2019-05-01,Andhra Pradesh,37,279810.0,169929.0,73411.0,243340.0,0.87
872,871,2019-05-01,Other Territory,97,68.0,48.0,6.0,54.0,0.79
873,872,2019-06-01,Jammu And Kashmir,01,90874.0,58011.0,21621.0,79632.0,0.88
874,873,2019-06-01,Himachal Pradesh,02,88064.0,59218.0,18560.0,77778.0,0.88
875,874,2019-06-01,Punjab,03,308875.0,236113.0,46292.0,282405.0,0.91
876,875,2019-06-01,Chandigarh,04,27619.0,20687.0,5232.0,25919.0,0.94
877,876,2019-06-01,Uttarakhand,05,129422.0,81379.0,31863.0,113242.0,0.87
878,877,2019-06-01,Haryana,06,423764.0,289880.0,86689.0,376569.0,0.89
879,878,2019-06-01,Delhi,07,759157.0,461103.0,164497.0,625600.0,0.82
880,879,2019-06-01,Rajasthan,08,560439.0,380086.0,114088.0,494174.0,0.88
881,880,2019-06-01,Uttar Pradesh,09,1118687.0,769580.0,221572.0,991152.0,0.89
882,881,2019-06-01,Bihar,10,313451.0,174259.0,86347.0,260606.0,0.83
883,882,2019-06-01,Sikkim,11,7029.0,3767.0,2250.0,6017.0,0.86
884,883,2019-06-01,Arunachal Pradesh,12,11143.0,3632.0,4740.0,8372.0,0.75
885,884,2019-06-01,Nagaland,13,6463.0,2718.0,2419.0,5137.0,0.79
886,885,2019-06-01,Manipur,14,10941.0,4013.0,3678.0,7691.0,0.7
887,886,2019-06-01,Mizoram,15,5454.0,2519.0,1812.0,4331.0,0.79
888,887,2019-06-01,Tripura,16,24026.0,14633.0,5488.0,20121.0,0.84
889,888,2019-06-01,Meghalaya,17,24878.0,13738.0,6333.0,20071.0,0.81
890,889,2019-06-01,Assam,18,161175.0,70248.0,51091.0,121339.0,0.75
891,890,2019-06-01,West Bengal,19,593424.0,390452.0,131460.0,521912.0,0.88
892,891,2019-06-01,Jharkhand,20,149800.0,87020.0,41894.0,128914.0,0.86
893,892,2019-06-01,Odisha,21,219769.0,133474.0,62162.0,195636.0,0.89
894,893,2019-06-01,Chhattisgarh,22,104773.0,59363.0,37029.0,96392.0,0.92
895,894,2019-06-01,Madhya Pradesh,23,353290.0,229174.0,96797.0,325971.0,0.92
896,895,2019-06-01,Gujarat,24,877062.0,648228.0,161921.0,810149.0,0.92
897,896,2019-06-01,Daman And Diu,25,5816.0,3782.0,1694.0,5476.0,0.94
898,897,2019-06-01,Dadra And Nagar Haveli,26,8364.0,5257.0,2210.0,7467.0,0.89
899,898,2019-06-01,Maharashtra,27,1405014.0,868912.0,355585.0,1224497.0,0.87
900,899,2019-06-01,Karnataka,29,710827.0,476857.0,159881.0,636738.0,0.9
901,900,2019-06-01,Goa,30,33757.0,18735.0,10122.0,28857.0,0.85
902,901,2019-06-01,Lakshadweep,31,219.0,87.0,79.0,166.0,0.76
903,902,2019-06-01,Kerala,32,295913.0,177080.0,89867.0,266947.0,0.9
904,903,2019-06-01,Tamil Nadu,33,894344.0,566944.0,205922.0,772866.0,0.86
905,904,2019-06-01,Puducherry,34,20879.0,12169.0,5231.0,17400.0,0.83
906,905,2019-06-01,Andaman And Nicobar Islands,35,3826.0,1292.0,2086.0,3378.0,0.88
907,906,2019-06-01,Telangana,36,327844.0,187115.0,92221.0,279336.0,0.85
908,907,2019-06-01,Andhra Pradesh,37,281946.0,177091.0,67871.0,244962.0,0.87
909,908,2019-06-01,Other Territory,97,71.0,48.0,9.0,57.0,0.8
910,909,2019-07-01,Jammu And Kashmir,01,91798.0,24045.0,55422.0,79467.0,0.87
911,910,2019-07-01,Himachal Pradesh,02,89185.0,63275.0,15441.0,78716.0,0.88
912,911,2019-07-01,Punjab,03,310093.0,247086.0,36684.0,283770.0,0.92
913,912,2019-07-01,Chandigarh,04,27665.0,21850.0,4081.0,25931.0,0.94
914,913,2019-07-01,Uttarakhand,05,131061.0,86489.0,28002.0,114491.0,0.87
915,914,2019-07-01,Haryana,06,424544.0,307634.0,70735.0,378369.0,0.89
916,915,2019-07-01,Delhi,07,765931.0,490239.0,140206.0,630445.0,0.82
917,916,2019-07-01,Rajasthan,08,561513.0,402141.0,96109.0,498250.0,0.89
918,917,2019-07-01,Uttar Pradesh,09,1127309.0,821714.0,178251.0,999965.0,0.89
919,918,2019-07-01,Bihar,10,317629.0,190532.0,74024.0,264556.0,0.83
920,919,2019-07-01,Sikkim,11,7130.0,4169.0,1957.0,6126.0,0.86
921,920,2019-07-01,Arunachal Pradesh,12,11396.0,4233.0,4307.0,8540.0,0.75
922,921,2019-07-01,Nagaland,13,6516.0,2991.0,2230.0,5221.0,0.8
923,922,2019-07-01,Manipur,14,10837.0,4656.0,3108.0,7764.0,0.72
924,923,2019-07-01,Mizoram,15,5617.0,2890.0,1544.0,4434.0,0.79
925,924,2019-07-01,Tripura,16,24393.0,15743.0,4643.0,20386.0,0.84
926,925,2019-07-01,Meghalaya,17,25640.0,15002.0,5635.0,20637.0,0.8
927,926,2019-07-01,Assam,18,163738.0,77507.0,45569.0,123076.0,0.75
928,927,2019-07-01,West Bengal,19,598953.0,411303.0,115105.0,526408.0,0.88
929,928,2019-07-01,Jharkhand,20,151023.0,94494.0,35727.0,130221.0,0.86
930,929,2019-07-01,Odisha,21,219972.0,147275.0,50530.0,197805.0,0.9
931,930,2019-07-01,Chhattisgarh,22,106003.0,65499.0,31764.0,97263.0,0.92
932,931,2019-07-01,Madhya Pradesh,23,356965.0,245834.0,82565.0,328399.0,0.92
933,932,2019-07-01,Gujarat,24,881026.0,679311.0,136994.0,816305.0,0.93
934,933,2019-07-01,Daman And Diu,25,5813.0,4026.0,1452.0,5478.0,0.94
935,934,2019-07-01,Dadra And Nagar Haveli,26,8417.0,5558.0,1951.0,7509.0,0.89
936,935,2019-07-01,Maharashtra,27,1409335.0,911723.0,320423.0,1232146.0,0.87
937,936,2019-07-01,Karnataka,29,713357.0,506954.0,137393.0,644347.0,0.9
938,937,2019-07-01,Goa,30,34090.0,19770.0,9303.0,29073.0,0.85
939,938,2019-07-01,Lakshadweep,31,224.0,91.0,79.0,170.0,0.76
940,939,2019-07-01,Kerala,32,298709.0,188243.0,81256.0,269499.0,0.9
941,940,2019-07-01,Tamil Nadu,33,899235.0,609457.0,170249.0,779706.0,0.87
942,941,2019-07-01,Puducherry,34,21076.0,13013.0,4500.0,17513.0,0.83
943,942,2019-07-01,Andaman And Nicobar Islands,35,3887.0,1405.0,1992.0,3397.0,0.87
944,943,2019-07-01,Telangana,36,331330.0,203099.0,80174.0,283273.0,0.85
945,944,2019-07-01,Andhra Pradesh,37,285278.0,191174.0,56203.0,247377.0,0.87
946,945,2019-07-01,Other Territory,97,74.0,50.0,9.0,59.0,0.8
947,946,2019-08-01,Jammu And Kashmir,01,92245.0,22247.0,57229.0,79476.0,0.86
948,947,2019-08-01,Himachal Pradesh,02,89648.0,59229.0,19994.0,79223.0,0.88
949,948,2019-08-01,Punjab,03,310860.0,232651.0,52152.0,284803.0,0.92
950,949,2019-08-01,Chandigarh,04,27609.0,20501.0,5439.0,25940.0,0.94
951,950,2019-08-01,Uttarakhand,05,131538.0,80958.0,34495.0,115453.0,0.88
952,951,2019-08-01,Haryana,06,425499.0,287072.0,93065.0,380137.0,0.89
953,952,2019-08-01,Delhi,07,767326.0,458504.0,175693.0,634197.0,0.83
954,953,2019-08-01,Rajasthan,08,560642.0,374398.0,126247.0,500645.0,0.89
955,954,2019-08-01,Uttar Pradesh,09,1128388.0,762734.0,244839.0,1007573.0,0.89
956,955,2019-08-01,Bihar,10,320572.0,173788.0,94132.0,267920.0,0.84
957,956,2019-08-01,Sikkim,11,7135.0,3808.0,2404.0,6212.0,0.87
958,957,2019-08-01,Arunachal Pradesh,12,11658.0,4030.0,4692.0,8722.0,0.75
959,958,2019-08-01,Nagaland,13,6646.0,2789.0,2515.0,5304.0,0.8
960,959,2019-08-01,Manipur,14,10702.0,4120.0,3679.0,7799.0,0.73
961,960,2019-08-01,Mizoram,15,5716.0,2673.0,1811.0,4484.0,0.78
962,961,2019-08-01,Tripura,16,24459.0,14331.0,6245.0,20576.0,0.84
963,962,2019-08-01,Meghalaya,17,25884.0,14398.0,6405.0,20803.0,0.8
964,963,2019-08-01,Assam,18,165285.0,70171.0,54378.0,124549.0,0.75
965,964,2019-08-01,West Bengal,19,603444.0,379621.0,150549.0,530170.0,0.88
966,965,2019-08-01,Jharkhand,20,151285.0,84855.0,46494.0,131349.0,0.87
967,966,2019-08-01,Odisha,21,220124.0,132242.0,67626.0,199868.0,0.91
968,967,2019-08-01,Chhattisgarh,22,106926.0,59015.0,38942.0,97957.0,0.92
969,968,2019-08-01,Madhya Pradesh,23,358593.0,225925.0,104399.0,330324.0,0.92
970,969,2019-08-01,Gujarat,24,884173.0,643818.0,177050.0,820868.0,0.93
971,970,2019-08-01,Daman And Diu,25,5830.0,3745.0,1727.0,5472.0,0.94
972,971,2019-08-01,Dadra And Nagar Haveli,26,8451.0,5151.0,2417.0,7568.0,0.9
973,972,2019-08-01,Maharashtra,27,1413902.0,853535.0,383753.0,1237288.0,0.88
974,973,2019-08-01,Karnataka,29,709504.0,479455.0,170468.0,649923.0,0.92
975,974,2019-08-01,Goa,30,34201.0,18287.0,10918.0,29205.0,0.85
976,975,2019-08-01,Lakshadweep,31,229.0,89.0,84.0,173.0,0.76
977,976,2019-08-01,Kerala,32,300746.0,159523.0,112154.0,271677.0,0.9
978,977,2019-08-01,Tamil Nadu,33,900188.0,558796.0,226933.0,785729.0,0.87
979,978,2019-08-01,Puducherry,34,21069.0,12021.0,5560.0,17581.0,0.83
980,979,2019-08-01,Andaman And Nicobar Islands,35,3955.0,1262.0,2155.0,3417.0,0.86
981,980,2019-08-01,Telangana,36,334631.0,186734.0,99354.0,286088.0,0.85
982,981,2019-08-01,Andhra Pradesh,37,286753.0,174695.0,74099.0,248794.0,0.87
983,982,2019-08-01,Other Territory,97,75.0,48.0,12.0,60.0,0.8
984,983,2019-09-01,Jammu And Kashmir,01,92462.0,20236.0,59404.0,79640.0,0.86
985,984,2019-09-01,Himachal Pradesh,02,89912.0,53664.0,26220.0,79884.0,0.89
986,985,2019-09-01,Punjab,03,311089.0,207659.0,78520.0,286179.0,0.92
987,986,2019-09-01,Chandigarh,04,27465.0,18921.0,7072.0,25993.0,0.95
988,987,2019-09-01,Uttarakhand,05,131532.0,74512.0,41953.0,116465.0,0.89
989,988,2019-09-01,Haryana,06,423483.0,257257.0,125531.0,382788.0,0.9
990,989,2019-09-01,Delhi,07,766277.0,406663.0,231695.0,638358.0,0.83
991,990,2019-09-01,Rajasthan,08,559918.0,337154.0,167139.0,504293.0,0.9
992,991,2019-09-01,Uttar Pradesh,09,1126122.0,708901.0,307924.0,1016825.0,0.9
993,992,2019-09-01,Bihar,10,325576.0,162772.0,109172.0,271944.0,0.84
994,993,2019-09-01,Sikkim,11,7195.0,3362.0,2928.0,6290.0,0.87
995,994,2019-09-01,Arunachal Pradesh,12,11960.0,3821.0,5110.0,8931.0,0.75
996,995,2019-09-01,Nagaland,13,6718.0,2579.0,2796.0,5375.0,0.8
997,996,2019-09-01,Manipur,14,10659.0,3683.0,4201.0,7884.0,0.74
998,997,2019-09-01,Mizoram,15,5800.0,2591.0,1954.0,4545.0,0.78
999,998,2019-09-01,Tripura,16,24530.0,13564.0,7199.0,20763.0,0.85
1000,999,2019-09-01,Meghalaya,17,26140.0,13499.0,7463.0,20962.0,0.8
1001,1000,2019-09-01,Assam,18,167059.0,62683.0,63345.0,126028.0,0.75
1002,1001,2019-09-01,West Bengal,19,607620.0,354207.0,179394.0,533601.0,0.88
1003,1002,2019-09-01,Jharkhand,20,151326.0,79658.0,52791.0,132449.0,0.88
1004,1003,2019-09-01,Odisha,21,220841.0,128709.0,73301.0,202010.0,0.91
1005,1004,2019-09-01,Chhattisgarh,22,107458.0,52920.0,45769.0,98689.0,0.92
1006,1005,2019-09-01,Madhya Pradesh,23,359995.0,199446.0,133084.0,332530.0,0.92
1007,1006,2019-09-01,Gujarat,24,884817.0,603355.0,222595.0,825950.0,0.93
1008,1007,2019-09-01,Daman And Diu,25,5835.0,3396.0,2074.0,5470.0,0.94
1009,1008,2019-09-01,Dadra And Nagar Haveli,26,8395.0,4711.0,2875.0,7586.0,0.9
1010,1009,2019-09-01,Maharashtra,27,1416919.0,768333.0,476190.0,1244523.0,0.88
1011,1010,2019-09-01,Karnataka,29,709880.0,434314.0,220598.0,654912.0,0.92
1012,1011,2019-09-01,Goa,30,34397.0,16764.0,12604.0,29368.0,0.85
1013,1012,2019-09-01,Lakshadweep,31,229.0,83.0,90.0,173.0,0.76
1014,1013,2019-09-01,Kerala,32,301836.0,149988.0,123050.0,273038.0,0.9
1015,1014,2019-09-01,Tamil Nadu,33,900385.0,512518.0,277781.0,790299.0,0.88
1016,1015,2019-09-01,Puducherry,34,21025.0,11043.0,6681.0,17724.0,0.84
1017,1016,2019-09-01,Andaman And Nicobar Islands,35,3994.0,1229.0,2205.0,3434.0,0.86
1018,1017,2019-09-01,Telangana,36,337626.0,164671.0,124334.0,289005.0,0.86
1019,1018,2019-09-01,Andhra Pradesh,37,287263.0,151437.0,98329.0,249766.0,0.87
1020,1019,2019-09-01,Other Territory,97,76.0,50.0,10.0,60.0,0.79
1021,1020,2019-10-01,Jammu And Kashmir,01,92639.0,22509.0,57475.0,79984.0,0.86
1022,1021,2019-10-01,Himachal Pradesh,02,90006.0,58497.0,21807.0,80304.0,0.89
1023,1022,2019-10-01,Punjab,03,309832.0,222827.0,64616.0,287443.0,0.93
1024,1023,2019-10-01,Chandigarh,04,27272.0,20109.0,6039.0,26148.0,0.96
1025,1024,2019-10-01,Uttarakhand,05,131053.0,80628.0,36668.0,117296.0,0.9
1026,1025,2019-10-01,Haryana,06,424856.0,277993.0,106869.0,384862.0,0.91
1027,1026,2019-10-01,Delhi,07,757603.0,437967.0,204271.0,642238.0,0.85
1028,1027,2019-10-01,Rajasthan,08,561583.0,364694.0,143539.0,508233.0,0.91
1029,1028,2019-10-01,Uttar Pradesh,09,1126652.0,754708.0,271374.0,1026082.0,0.91
1030,1029,2019-10-01,Bihar,10,330399.0,177035.0,99126.0,276161.0,0.84
1031,1030,2019-10-01,Sikkim,11,7314.0,3756.0,2611.0,6367.0,0.87
1032,1031,2019-10-01,Arunachal Pradesh,12,12126.0,4343.0,4694.0,9037.0,0.75
1033,1032,2019-10-01,Nagaland,13,6744.0,2853.0,2592.0,5445.0,0.81
1034,1033,2019-10-01,Manipur,14,10496.0,3947.0,3984.0,7931.0,0.76
1035,1034,2019-10-01,Mizoram,15,5880.0,2693.0,1914.0,4607.0,0.78
1036,1035,2019-10-01,Tripura,16,24644.0,15026.0,5852.0,20878.0,0.85
1037,1036,2019-10-01,Meghalaya,17,26255.0,14402.0,6639.0,21041.0,0.8
1038,1037,2019-10-01,Assam,18,167755.0,72309.0,54657.0,126966.0,0.76
1039,1038,2019-10-01,West Bengal,19,610678.0,389631.0,145921.0,535552.0,0.88
1040,1039,2019-10-01,Jharkhand,20,151778.0,87738.0,46111.0,133849.0,0.88
1041,1040,2019-10-01,Odisha,21,221583.0,139187.0,65075.0,204262.0,0.92
1042,1041,2019-10-01,Chhattisgarh,22,107867.0,58652.0,40890.0,99542.0,0.92
1043,1042,2019-10-01,Madhya Pradesh,23,361943.0,219558.0,115754.0,335312.0,0.93
1044,1043,2019-10-01,Gujarat,24,888089.0,620614.0,209077.0,829691.0,0.93
1045,1044,2019-10-01,Daman And Diu,25,5838.0,3592.0,1892.0,5484.0,0.94
1046,1045,2019-10-01,Dadra And Nagar Haveli,26,8265.0,4853.0,2734.0,7587.0,0.92
1047,1046,2019-10-01,Maharashtra,27,1419473.0,836609.0,414204.0,1250813.0,0.88
1048,1047,2019-10-01,Karnataka,29,716349.0,466546.0,195134.0,661680.0,0.92
1049,1048,2019-10-01,Goa,30,34642.0,18296.0,11324.0,29620.0,0.86
1050,1049,2019-10-01,Lakshadweep,31,235.0,82.0,97.0,179.0,0.76
1051,1050,2019-10-01,Kerala,32,303421.0,170691.0,104532.0,275223.0,0.91
1052,1051,2019-10-01,Tamil Nadu,33,896586.0,563810.0,232352.0,796162.0,0.89
1053,1052,2019-10-01,Puducherry,34,20898.0,11964.0,5897.0,17861.0,0.85
1054,1053,2019-10-01,Andaman And Nicobar Islands,35,4062.0,1223.0,2250.0,3473.0,0.85
1055,1054,2019-10-01,Telangana,36,342262.0,182652.0,109799.0,292451.0,0.85
1056,1055,2019-10-01,Andhra Pradesh,37,287909.0,170765.0,80805.0,251570.0,0.87
1057,1056,2019-10-01,Other Territory,97,77.0,49.0,12.0,61.0,0.79
1058,1057,2019-11-01,Jammu And Kashmir,01,92563.0,48036.0,32295.0,80331.0,0.87
1059,1058,2019-11-01,Himachal Pradesh,02,89632.0,68341.0,12243.0,80584.0,0.9
1060,1059,2019-11-01,Punjab,03,309106.0,257371.0,31045.0,288416.0,0.93
1061,1060,2019-11-01,Chandigarh,04,27089.0,22746.0,3366.0,26112.0,0.96
1062,1061,2019-11-01,Uttarakhand,05,129677.0,95738.0,22505.0,118243.0,0.91
1063,1062,2019-11-01,Haryana,06,424839.0,326676.0,60975.0,387651.0,0.91
1064,1063,2019-11-01,Delhi,07,756133.0,522257.0,124132.0,646389.0,0.85
1065,1064,2019-11-01,Rajasthan,08,559753.0,430679.0,81053.0,511732.0,0.91
1066,1065,2019-11-01,Uttar Pradesh,09,1124411.0,841108.0,194902.0,1036010.0,0.92
1067,1066,2019-11-01,Bihar,10,333051.0,215164.0,64560.0,279724.0,0.84
1068,1067,2019-11-01,Sikkim,11,7403.0,4529.0,1906.0,6435.0,0.87
1069,1068,2019-11-01,Arunachal Pradesh,12,12318.0,4920.0,4246.0,9166.0,0.74
1070,1069,2019-11-01,Nagaland,13,6735.0,3372.0,2124.0,5496.0,0.82
1071,1070,2019-11-01,Manipur,14,10527.0,5057.0,2911.0,7968.0,0.76
1072,1071,2019-11-01,Mizoram,15,5984.0,3305.0,1355.0,4660.0,0.78
1073,1072,2019-11-01,Tripura,16,24638.0,16808.0,4221.0,21029.0,0.85
1074,1073,2019-11-01,Meghalaya,17,26357.0,14392.0,6642.0,21034.0,0.8
1075,1074,2019-11-01,Assam,18,166641.0,77663.0,50617.0,128280.0,0.77
1076,1075,2019-11-01,West Bengal,19,612549.0,439168.0,99968.0,539136.0,0.88
1077,1076,2019-11-01,Jharkhand,20,148226.0,105238.0,29492.0,134730.0,0.91
1078,1077,2019-11-01,Odisha,21,221270.0,165288.0,41811.0,207099.0,0.94
1079,1078,2019-11-01,Chhattisgarh,22,106953.0,74020.0,26249.0,100269.0,0.94
1080,1079,2019-11-01,Madhya Pradesh,23,362211.0,274737.0,63030.0,337767.0,0.93
1081,1080,2019-11-01,Gujarat,24,887648.0,722699.0,110879.0,833578.0,0.94
1082,1081,2019-11-01,Daman And Diu,25,5842.0,4248.0,1265.0,5513.0,0.94
1083,1082,2019-11-01,Dadra And Nagar Haveli,26,8043.0,5864.0,1712.0,7576.0,0.94
1084,1083,2019-11-01,Maharashtra,27,1415447.0,998265.0,260805.0,1259070.0,0.89
1085,1084,2019-11-01,Karnataka,29,718037.0,552970.0,114984.0,667954.0,0.93
1086,1085,2019-11-01,Goa,30,34765.0,21249.0,8551.0,29800.0,0.86
1087,1086,2019-11-01,Lakshadweep,31,241.0,108.0,75.0,183.0,0.76
